Fold,Method,Alpha,Budget,N_ESTIMATORS,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
1,Baseline,0.0,0.3,100,0.08579803310245238,0.09251050452323487,0.0681057680043197,0.08061956804134332,0.07370809282861086,0.03168486777899216,0.025050857948777948,0.04154763167926871,0.04675825060513578,0.02255911425517103,0.016223659968085658,0.05647134826121618,0.031035371061040783,0.05175162185286698,0.035624164157410154,0.023970439474084195,0.019745911364414916,0.05009391928976515,0.03305264183841124,0.0302864593131381,0.025686317562365495,0.018487307024216044,0.03922815006567848
1,Baseline (OAF),0.0,0.3,100,0.0,0.0,0.0,0.0,0.1210851286041115,0.0,0.0,0.0754998859583037,0.08666701964794882,0.05578458020064166,0.04355204003870852,0.0,0.0,0.10209182480532426,0.06668922031419937,0.051245974045501956,0.04212398053157087,0.08524463343305093,0.06225962945896715,0.05796988868729054,0.04733367195298875,0.03341558469392822,0.06903693762746388
1,RACT,0.2,0.3,100,0.0725107216296638,0.07489100573088858,0.057484114195194246,0.06811974761440409,0.06788329065159987,0.029297241820761034,0.02408740616877935,0.0547081140969164,0.04881895412446853,0.024242798885381885,0.022725794944578052,0.043213408532523014,0.02846840341226374,0.05847752623706689,0.027465435181378815,0.03075604110153072,0.02527583912699275,0.06492486564305193,0.03680943965889918,0.038843598773980685,0.031286483143526694,0.022974148667516018,0.04673562065863381
1,RACT,0.4,0.3,100,0.07467471853960786,0.07114577735956391,0.05714001898988127,0.06612329809193468,0.07465379363855819,0.029492949010754638,0.02712766582316746,0.05091623886154832,0.05129019215841942,0.026779721536329515,0.022572517841776704,0.040933589931348324,0.027474717212902563,0.06003036150770944,0.029648730637910927,0.027465024636543784,0.021638855664595644,0.0633372507992295,0.038075992537542014,0.038586378117344555,0.030712268527263026,0.02169207793036096,0.04848786064570714
1,RACT,0.6,0.3,100,0.07432637526702533,0.07652258624340535,0.05993775062115823,0.06779867159706986,0.06870037171172,0.03211788026713418,0.02431426265380146,0.05503144440562604,0.05372186833857956,0.025754452172734973,0.020935021383393572,0.044039057130433185,0.025470035561472978,0.05655961266202445,0.031432584503367444,0.027881419234688495,0.021293666637724484,0.05869286428891264,0.039887959679388636,0.03625081183144436,0.027011760610038883,0.023437279545217578,0.04888226365363847
1,RACT,0.8,0.3,100,0.07367580098489977,0.07417594712996448,0.056543717481614394,0.06413388051849825,0.07172219562730951,0.031598909697764646,0.027123213517751217,0.05321414567831856,0.05353972753567692,0.025957501651640083,0.02340518498480791,0.045058344547105236,0.026335661747005638,0.05613589739006013,0.030302853732308316,0.028173023016570063,0.023232662794368048,0.05900213608533245,0.04008106250290281,0.03682607477049348,0.028285009151043674,0.022604822392727528,0.048872227061836956
1,RACT,1.0,0.3,100,0.07111095328834809,0.07756946659213897,0.06038817570937522,0.06165623683052411,0.0698913950103358,0.03348385441886465,0.02322258653990468,0.05246267983499929,0.05414010522755139,0.02722264926161737,0.02257456075057326,0.0437945749027842,0.023916437184749596,0.05894762655653624,0.026530772938201004,0.02655982480486753,0.02353371573283379,0.06048198712591038,0.04187668602120167,0.03989792831434666,0.029390415824278218,0.021704896236997027,0.049642470893060786
1,Baseline,0.0,0.3,400,0.08851682652372438,0.09085409917430382,0.07150226119085328,0.08200564856311844,0.07132989927688238,0.032351242761077634,0.024405378697758693,0.04259953153106285,0.04550356832025924,0.022497708245926135,0.01709313362923545,0.054339514895928503,0.028272023781916133,0.05076291225254852,0.03555003840829526,0.02519557058027496,0.020133666231840312,0.048567041321222734,0.03201754716412375,0.03197747432962897,0.026402284848489926,0.01860200350601475,0.03952062476551391
1,Baseline (OAF),0.0,0.3,400,0.0,0.0,0.0,0.0,0.11702185213477892,0.0,0.0,0.07850002694706942,0.0902298673153675,0.05530933249320037,0.0474582166667667,0.0,0.0,0.10151841706630993,0.06565999249387057,0.053826488830005875,0.041074230776934,0.08833688905974078,0.05852204206038337,0.0558499425868218,0.045748567398841845,0.031254280278949664,0.0696898538909593
1,RACT,0.2,0.3,400,0.07266725483227947,0.07140870722554225,0.05558491874783057,0.06744000332464613,0.07249964277301883,0.03074246220320493,0.02359939076914733,0.052503918706595765,0.05020826467255605,0.024183329374753027,0.020727388655192105,0.043235476092568774,0.026770448915970767,0.05989095389461937,0.02980140437152609,0.030666843620628853,0.024929615102300923,0.06333118129469466,0.038770076686746015,0.03791220946738425,0.031169349397128805,0.023164872044722572,0.04879228782694251
1,RACT,0.4,0.3,400,0.075227841796039,0.07601965467491312,0.05888041869066098,0.06722063792809686,0.06899391806050419,0.03231847430712526,0.025502262285538035,0.05216575054865995,0.050783151372200984,0.02512401259589925,0.021759064204342,0.04433881027350205,0.027698815450295865,0.0572677286852355,0.03011814840775928,0.02761456913064085,0.021967452628708525,0.0621210390877244,0.039940946428823794,0.03732494045400679,0.027515807587591933,0.022513891323710247,0.0475826640780213
1,RACT,0.6,0.3,400,0.07374509463195784,0.07645806162645773,0.05932178755101677,0.06597517378049585,0.06988285689899318,0.033014492975146636,0.025848686104178904,0.05301893152344353,0.05348367448649393,0.025965333145773938,0.02136262810918772,0.044254619596649315,0.025869598893736172,0.057042616396938556,0.029227565411681842,0.027742818505740882,0.022639417118760424,0.06045584480561341,0.040107996210684456,0.03721610915632313,0.02752010118658256,0.021660943294252565,0.04818564858989065
1,RACT,0.8,0.3,400,0.0733123693331574,0.07699365151415136,0.058293941366959055,0.06672328882724897,0.07170274071444216,0.03265833914177523,0.02418429243254126,0.05273169243558949,0.05257287497016845,0.026420638266680653,0.02227812364972417,0.043339449382965745,0.025451457469054806,0.056992881052122905,0.029589504404509314,0.026747860783657203,0.02303187938356018,0.05958212747138432,0.041334441722474295,0.03709991199203773,0.02905914079505445,0.022192804370502434,0.047706588520238416
1,RACT,1.0,0.3,400,0.0753995881474534,0.07851498895770177,0.059904386746897104,0.06167063910809046,0.07319917080277781,0.03176314396382965,0.024540786664375452,0.051524531092933236,0.05352423781259605,0.026466270063129092,0.02217356058134243,0.04270575829498277,0.022997029119567303,0.05935815339893649,0.0316746617880091,0.027782634081624315,0.022157221895468777,0.05924953535716121,0.04008718934249225,0.036812053807494576,0.028733339076031778,0.02209098821018014,0.047670131686924605
2,Baseline,0.0,0.3,100,0.09186371893348891,0.09006890168579078,0.07251774605190728,0.07993306627799068,0.07010685960183617,0.03090613229535531,0.023643234140599295,0.04140844093976867,0.046123975648137965,0.021546665794879134,0.01580842985568832,0.05715093733740404,0.03184929011150948,0.053133902029267134,0.03359474708598118,0.024492473716973103,0.021247796780693873,0.049420552882823265,0.02936096530097319,0.0322643052176049,0.026145081076396078,0.01729290066558057,0.040119876569350704
2,Baseline (OAF),0.0,0.3,100,0.0,0.0,0.0,0.0,0.11948581997383202,0.0,0.0,0.07739343580226629,0.08744865169589021,0.05441704729138573,0.047094160099407166,0.0,0.0,0.10077235868386436,0.07038827972403586,0.05226086478947,0.039656260330327125,0.08612329090422595,0.06187966155417794,0.05313818009905744,0.046724624307585554,0.030238051707981984,0.07297931303649229
2,RACT,0.2,0.3,100,0.07624707394376927,0.07139329805973016,0.05669741895387928,0.06581494364136044,0.07799056929551407,0.02894445984195182,0.025286186552494372,0.05096617614104702,0.046716487719921825,0.02334498047581344,0.01920369221770381,0.041222282373057306,0.02958867680835783,0.06211968437185215,0.03390210146886044,0.03064525266848574,0.02546558715171351,0.0594509785601036,0.03744538655751006,0.04007953386804246,0.030382737097702558,0.02138501213846352,0.04570748009266521
2,RACT,0.4,0.3,100,0.07655578019588435,0.07613654127755896,0.05777338919779591,0.0671235225929229,0.07231721518847464,0.030828721165898437,0.02340918063729754,0.051134538729059764,0.0494439819010213,0.025874376188435976,0.022202380275479962,0.041403040289648196,0.028593306860948034,0.05750525511273159,0.02945221784576216,0.02920352920762314,0.022637897561046505,0.0643726059312798,0.0395940062604639,0.038196169849129304,0.02693346181110776,0.021437785849873082,0.047871096070557
2,RACT,0.6,0.3,100,0.076460694456081,0.0787743273561492,0.057061162971360914,0.06636658602978142,0.06959325421697127,0.03210396909801173,0.024312990042876133,0.05189747970267671,0.05172535369890079,0.026027342180330166,0.022540466085234273,0.04210841201097194,0.02619414318127707,0.05830954533686296,0.03191733905633516,0.02815690703447497,0.023413103154155523,0.05928488642053483,0.039275070516426716,0.037422345664908346,0.027936769999642785,0.02106917719746848,0.048048674588567715
2,RACT,0.8,0.3,100,0.07614277391397338,0.08102121383272164,0.059191964416569195,0.0652542556105747,0.07267615903441926,0.03361286590810238,0.025950241390595593,0.051326865322629055,0.0520393778763839,0.025680206045318676,0.020835671304068867,0.04177572276368672,0.025621768607503852,0.057205412215069744,0.03197946090527879,0.026357747137686745,0.02234974080982585,0.06064562082626417,0.03918164729946828,0.03391407130235501,0.02920099505710852,0.021347910473160935,0.046688307947234615
2,RACT,1.0,0.3,100,0.07516646323884596,0.08062469560019236,0.05965012928401493,0.060023957748505545,0.07756698693371346,0.03199908134260852,0.02319479068304977,0.05277978286575368,0.05298455038580096,0.02723340018006498,0.019815721879399766,0.04080052279369059,0.024179045823792288,0.058649271058189525,0.030562562219600103,0.02789993102516068,0.022819488258122744,0.05960069086647486,0.03772025344519208,0.03612565512112644,0.029671372134387093,0.02111812873287771,0.04981351837943609
2,Baseline,0.0,0.3,400,0.08872922784097222,0.0915939618605152,0.07156885215338418,0.0820680503974662,0.06858452210200908,0.031252355319065867,0.024448736295753903,0.04197299727191953,0.045694398718443545,0.02275829053490174,0.01582130120192402,0.05597853012157146,0.029928425310130017,0.05186291104880028,0.03488407832976663,0.024710264892008314,0.019094192811160083,0.05078939526592476,0.030458386172773834,0.03134341459853527,0.026785754836000857,0.019201635772799035,0.04047031714417368
2,Baseline (OAF),0.0,0.3,400,0.0,0.0,0.0,0.0,0.1188065856423491,0.0,0.0,0.07552905487502286,0.08906895654326026,0.054824107206239016,0.04596504841650399,0.0,0.0,0.09941044600297483,0.07056642837102094,0.052969628923620615,0.04188656322045453,0.08742077361467546,0.05937497732374452,0.055586674240032524,0.04441233876832786,0.03149011284034897,0.07268830401142465
2,RACT,0.2,0.3,400,0.07314720955464585,0.07604327277673646,0.05673126569432538,0.06764009642739434,0.0715985850238366,0.0305424242659539,0.02443717133572796,0.05072285942520583,0.049134328584711076,0.022996174091400704,0.02044642166097987,0.04289627468123396,0.0268465071187379,0.059707474519073184,0.031168970197889688,0.029782146546826364,0.02466113258112181,0.06250081290847745,0.03915361647717503,0.03841074557182875,0.029335174959683727,0.022182656550963388,0.04991467904607052
2,RACT,0.4,0.3,400,0.07490648217053751,0.07581233191747982,0.05946275816572787,0.06703344154086834,0.07229385628055558,0.03165748228890361,0.024616843549239643,0.050986866938084435,0.049677448835312804,0.025112631271791527,0.02111676406403286,0.0422845230048537,0.02664188219800356,0.05915663434087999,0.030446213929700542,0.0270633035894481,0.022951533727736423,0.06177757472648688,0.03984998222944774,0.03751806242772933,0.028488565438458447,0.02139732939173563,0.0497474879729856
2,RACT,0.6,0.3,400,0.07491417946423849,0.0763300107074683,0.059258912351023214,0.0650510890286884,0.07335890574955607,0.032157715473099056,0.02554238202441161,0.05147358259877479,0.05187369652456683,0.026666899646903483,0.02171907725422479,0.04141488356685727,0.026725218971671155,0.05876755152882309,0.03138867115727087,0.02741091678883032,0.021875106312132665,0.06127550169503944,0.03913404788944823,0.03598168664019383,0.027951076774478844,0.020461319352637106,0.04926756849966218
2,RACT,0.8,0.3,400,0.07519833024495014,0.07639154483709569,0.05898022011233374,0.06476108704926672,0.07035695382897009,0.03290316570985497,0.026267821626294232,0.051771255445584356,0.05105587347450592,0.02662758920116342,0.02164675130264286,0.04211392931563844,0.02725649211355207,0.05831493696075128,0.03124430753699568,0.027855069242147073,0.02188901162518252,0.05985416388978785,0.0404604345708334,0.03617068828279138,0.028720861645376322,0.02119351735313742,0.04896599463114454
2,RACT,1.0,0.3,400,0.07510920983904956,0.07962227723083655,0.0601897503390561,0.0606408565107551,0.07349445389705563,0.03168721551052842,0.025347592722187225,0.05256221762033074,0.05236705814446449,0.026524855056977163,0.021606326476472076,0.04130093085230753,0.02411799808036393,0.05890515704690953,0.031416949897377484,0.02704388167041931,0.023153707945174316,0.059833253813894434,0.03961826094829353,0.03640203018178507,0.0286939020246359,0.02149819376564378,0.048863920425482085
3,Baseline,0.0,0.3,100,0.09074991092476554,0.09214422833307592,0.0710247817222343,0.08125637333359698,0.06768599418075796,0.03035766250923794,0.021960038340695272,0.042543232260800326,0.04749665658572367,0.0205886565857002,0.016537991426842983,0.055913655254668786,0.032021828951034524,0.04922112409056022,0.03642400983264786,0.025076095517634654,0.020508065535315645,0.05018734650429562,0.028529022493264333,0.03287970562452872,0.02507666514539684,0.01941270242959139,0.0424042524176305
3,Baseline (OAF),0.0,0.3,100,0.0,0.0,0.0,0.0,0.12385202229633308,0.0,0.0,0.07156782102560003,0.09026154486372366,0.05457770711036071,0.040904355316595545,0.0,0.0,0.10119515929596033,0.06757515937129847,0.05370093391017963,0.0411139677714969,0.0892677490779369,0.06125133565739045,0.05308031402451651,0.04767737007074921,0.0324728500555564,0.07150171015230224
3,RACT,0.2,0.3,100,0.07833028760459194,0.0770472622961752,0.05477332658367262,0.06686004313954483,0.07499790943539651,0.029468952169464116,0.022899228137038527,0.05149006230820901,0.04741060837301532,0.024736025840147526,0.024671223496066135,0.04291646342897618,0.02895174873503535,0.05377960086747456,0.027068335781905515,0.031090089720321488,0.0236571068203153,0.06313891190909254,0.03729064654838508,0.036588703855888846,0.03017257042966708,0.022593442523182843,0.050067449996433346
3,RACT,0.4,0.3,100,0.07344813110369514,0.07669589231439894,0.05662234185189751,0.06607726372057364,0.0689309126382871,0.032204538062222066,0.025095343378936527,0.04906541316603277,0.051931286879769285,0.025488929600673733,0.021569546383994918,0.043046268128757836,0.028995760028915483,0.0602548150375936,0.028070018612333304,0.031050981043785994,0.023695629960384754,0.06271948284015591,0.03837813494823883,0.03504145395243963,0.029116748739122636,0.022510883993492794,0.04999022361429766
3,RACT,0.6,0.3,100,0.07506565658892696,0.07388276514432689,0.05834127891546977,0.06702925872518423,0.07217153551091457,0.0324925899826963,0.025043528447116523,0.051450301446116106,0.053137351968006494,0.025815333901969932,0.022875526178887544,0.040972520637078236,0.025851087854199036,0.05801391856580122,0.030865887422248436,0.028318247437624882,0.021852724937856737,0.060960055826277726,0.04069681500318452,0.03675951984043827,0.02867506752238456,0.021436961519969964,0.04829206662332132
3,RACT,0.8,0.3,100,0.07288492291195012,0.07381458009975338,0.05937416521059522,0.06682930135148155,0.07227449360043513,0.03391898621934558,0.024716924701460266,0.05062223682606021,0.05436027137001238,0.026421526971595093,0.02427967895581607,0.042442986171832196,0.025506687338714938,0.059571678520763706,0.030710052013344077,0.028862091927732196,0.021354031412509314,0.061239637150415256,0.03940019155279306,0.03588196837915424,0.027427778174670844,0.02087066855696792,0.047235140582597264
3,RACT,1.0,0.3,100,0.07255654934239804,0.07683790132415813,0.0631667516609923,0.06230299582461134,0.0733208368109515,0.030309228706700993,0.023307569980905517,0.0563488626782179,0.05534466077329727,0.024407412115157692,0.021342758565875117,0.04060528030321128,0.025352890651253762,0.05879457113169239,0.03155695644851804,0.0285599715833703,0.022685155052333216,0.06061095950982597,0.040087157101405674,0.0346231500155863,0.027590829835591205,0.022626717789962343,0.04766083279398348
3,Baseline,0.0,0.3,400,0.08985704899321345,0.08801101833775386,0.06909783805978993,0.0815462236300383,0.07227331022374513,0.031751167295278895,0.023571212594640612,0.04370579254316288,0.046934629060935755,0.022483818078892295,0.017026873265219015,0.05506271722291842,0.02884563255550107,0.04911634066199779,0.03385149342446965,0.025518283509152764,0.02147994669443047,0.04931635050160179,0.0317043707574432,0.030000494123037645,0.026477125100437968,0.02033346190606089,0.04203485146027812
3,Baseline (OAF),0.0,0.3,400,0.0,0.0,0.0,0.0,0.1195232334701299,0.0,0.0,0.07658833250317162,0.08887015558046164,0.054028005147647155,0.048077670976421724,0.0,0.0,0.10027844841109115,0.06744027154526896,0.05452933931903549,0.041047186197121645,0.0882882895863047,0.06026098816501796,0.05666416834255441,0.04487749618720455,0.030832978955848987,0.06869343561272022
3,RACT,0.2,0.3,400,0.07427987035821483,0.0744201660961688,0.05732426783876196,0.06873018935160237,0.07247068438414635,0.03190747633067566,0.0233348082442341,0.05103172155229019,0.049378525238177505,0.022549988555278226,0.022203280918345045,0.04324060329054165,0.027031512655609265,0.05878616464077467,0.029701229403423273,0.029916949277583118,0.02533995706683043,0.06074419082750777,0.03863498493259538,0.03736680540238329,0.029090442140409463,0.023510666412730665,0.049005515081716085
3,RACT,0.4,0.3,400,0.07435024196575835,0.07437197295153299,0.058407216171918526,0.06830598201162262,0.06960785552704545,0.03206705795774439,0.025137039910949815,0.05262946379769003,0.052207160749609384,0.025270885731321063,0.023002282717280928,0.04282655406625647,0.02646743609394508,0.058285593486779676,0.030065641574169102,0.029485007131791575,0.022559982455913133,0.06123014593162258,0.03851027055770162,0.03671162477730559,0.028325231784759205,0.02171347364211103,0.04846187900517144
3,RACT,0.6,0.3,400,0.07387400336763991,0.07525503933933722,0.059835229271115904,0.06623440513378184,0.072348434949496,0.033385670017996034,0.025462704838092414,0.05060009822661245,0.05268986662730512,0.026104568173672796,0.022792857176537812,0.0427422368030497,0.026544353732155714,0.057768791944501706,0.03064248645114418,0.02736713948679453,0.02298112634784673,0.06136402114983401,0.039417666349522075,0.036651992201628916,0.02758167206625916,0.02146523205689622,0.04689040428877959
3,RACT,0.8,0.3,400,0.07548565862405218,0.07466160176400612,0.06097379138614564,0.06637878841590679,0.07236782180992718,0.032217236326829206,0.025083207012935285,0.050814097345944276,0.0521182446687268,0.025349081367334717,0.022133238789277785,0.041418175308302024,0.02511304870505846,0.05852579123041604,0.03132813204446746,0.02816283907134072,0.023056861473539827,0.0619356945094723,0.039339201430598936,0.035634830228675106,0.028933837225742068,0.02105849072931511,0.04791033053198606
3,RACT,1.0,0.3,400,0.07521911445578795,0.07612716014186094,0.06098678201994301,0.06313248238582066,0.07131866155921199,0.03162230546709245,0.024581807422836707,0.05240837929160466,0.05363725227379048,0.026498045288286823,0.022075875018004575,0.04245393151296951,0.023482163024745133,0.05690088621003058,0.03168556156368343,0.028455450491230043,0.024046338315450798,0.06051491478662916,0.04043158709471963,0.036891640105707946,0.028508508425253938,0.02100825229785539,0.04801290084748421
4,Baseline,0.0,0.3,100,0.08717731457881407,0.09677293761142514,0.07187855249565299,0.08031585258563091,0.0692730850015355,0.03183832380732888,0.024886311699981543,0.04194241308504773,0.04416700595565466,0.0242474827189142,0.017552627415312605,0.05391915806209214,0.030248818196891424,0.05233666232988692,0.032454134011998405,0.022823727111224653,0.020409809756110446,0.049873882849083374,0.028510199532150195,0.03142747896736339,0.02638861833743199,0.018679679886934263,0.04287592400353469
4,Baseline (OAF),0.0,0.3,100,0.0,0.0,0.0,0.0,0.11647464931870413,0.0,0.0,0.07742199404131295,0.08963898209028297,0.05490293206983052,0.05068222150493236,0.0,0.0,0.0995630293025185,0.06564164051752158,0.05257648568176374,0.03852440690716127,0.08986803889257683,0.058964489463861305,0.05577947130341004,0.0492972251449869,0.029500251573964804,0.0711641821871721
4,RACT,0.2,0.3,100,0.07551077206756811,0.07621399801491574,0.05600795355977902,0.06476188120112616,0.07449979411889526,0.03209372712349526,0.02418634521206765,0.050367753316318715,0.04453959925434748,0.02344216501827722,0.021769917941734274,0.04028228735553155,0.026971947757698535,0.06058578811436604,0.030511702038842646,0.03220335012918752,0.026023696469852396,0.0631468249613616,0.03721046568882598,0.04002906913348303,0.02800808713052774,0.022759659477875307,0.0488732149139228
4,RACT,0.4,0.3,100,0.07302802393239755,0.07420730510149097,0.055667562379693114,0.06629664921825423,0.06830449320814724,0.03321531869084177,0.024061491694254707,0.05174312387073945,0.05298287474854449,0.025837785855892473,0.02276617524704554,0.03967111326616824,0.02542632567921146,0.06013963634600841,0.029109612852023608,0.026669577399345962,0.023129172167212282,0.06529964390962913,0.04219138460622696,0.03943339981094873,0.030272204724504686,0.022649827636431898,0.04789729765498721
