Fold,Method,Alpha,Budget,N_ESTIMATORS,Married,Single,Age_lt_25,Age_in_25_to_40,Age_in_40_to_59,Age_geq_60,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue
5,RACT,1.0,0.3,400,0.11745163261546347,0.10481514429208022,0.08251715589097534,0.0755601383405514,0.06117497593524018,0.030921337736518947,0.04179416253142579,0.12879836147315574,0.0930051533068846,0.032048037177710174,0.011632755399318654,0.02578143035569808,0.10179820834391988,0.04279469931082887,0.017870613865873707,0.03203619342435491
6,Baseline,0.0,0.3,100,0.06680401017514853,0.058728852834107094,0.045161694070708684,0.06001437489042008,0.04150633641800397,0.024757890116119247,0.037425685816102394,0.1367162336862486,0.11472787267160188,0.04910904611034445,0.025961189599535032,0.030996100228948307,0.11057538122120769,0.07416883464907607,0.02702072495449751,0.09632577255793053
6,Baseline (OAF),0.0,0.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.16440989294484906,0.22637086665147058,0.16704771521840864,0.09925177437634018,0.0784734194518047,0.07240424381941289,0.14350634137757284,0.04853574616014102,0.0,0.0
6,RACT,0.2,0.3,100,0.0824383189385781,0.07504371556602898,0.05287703819397992,0.045700071395534406,0.03707154496972171,0.023467975361672177,0.03661196937477547,0.14086491441570298,0.11936486302060013,0.028825591158863045,0.0194365511115038,0.027462754971212415,0.11700863111594229,0.06408454205389486,0.025992796419552832,0.10374872193243692
6,RACT,0.4,0.3,100,0.09086662005872782,0.07072412984748055,0.04689843350658587,0.06145751716197397,0.04582517341013116,0.018175663030013542,0.03796694450295478,0.14717460812824049,0.12216328179092596,0.022403687418292993,0.012710206601182862,0.030502465115327643,0.11297700209500015,0.06968000915968171,0.01626377751658411,0.09421048065689643
6,RACT,0.6,0.3,100,0.09199589142615923,0.10836205726470499,0.057429737093180507,0.05937026717989336,0.05426808818665234,0.0336105450988882,0.03026749356218709,0.12845048109613674,0.08408973951454625,0.023673633981959367,0.01641363801819541,0.033060751145740606,0.09598813978063406,0.05761851125466852,0.023211477752244056,0.1021895476442093
6,RACT,0.8,0.3,100,0.11792192868704196,0.1004314697074855,0.07863311310039907,0.07065716589273677,0.04126767228476867,0.0434785724199569,0.029308096173960692,0.12996375445835712,0.08541101700504296,0.03394091940459607,0.012629038886236933,0.02442094486345425,0.10004101514233102,0.0413436049312391,0.01953486972369893,0.0710168173186941
6,RACT,1.0,0.3,100,0.13070298815229225,0.10622928231883032,0.08301657446505019,0.061166360431441885,0.05433786474804557,0.04387015539136668,0.0357568914440364,0.12709042532716666,0.08955483808579238,0.027827158064278667,0.013452132440404753,0.0347502891503475,0.10989156327216638,0.03339388623560958,0.021958001556069612,0.027001588917100992
6,Baseline,0.0,0.3,400,0.06759435629967647,0.05578448319264218,0.045494502073013324,0.047693123064879356,0.04386676985249585,0.01933341300218175,0.04307281788841767,0.14496935413919376,0.11832972885805834,0.049148148059552955,0.027552995419823735,0.031070611206327158,0.10864815083845038,0.0736336713794907,0.02642051395296163,0.0973873607728348
6,Baseline (OAF),0.0,0.3,400,0.0,0.0,0.0,0.0,0.0,0.0,0.157685930913936,0.23837808028933463,0.15957599631045513,0.1044328281593846,0.07915163781303085,0.07216318353104689,0.1302527614231362,0.05835958155967576,0.0,0.0
6,RACT,0.2,0.3,400,0.08216220638135535,0.06785710813989103,0.0466446539514241,0.05095374090481631,0.03919206119598966,0.025916565197057238,0.03927437989755219,0.14617817153669246,0.11548425003010737,0.030275532883103928,0.016688174678134035,0.03315151087508861,0.10988852621799478,0.06557510113945178,0.02175507910500824,0.10900293786633279
6,RACT,0.4,0.3,400,0.08514360274530611,0.06144418472195737,0.05156648134299159,0.05635044356925435,0.04436137633292053,0.024361024628235257,0.0384726412187531,0.13862882895546827,0.11631835363624378,0.02648909659957964,0.012791753459698204,0.038218127909770354,0.12213996516299103,0.06956318070840443,0.01968007220500562,0.09447086680342037
6,RACT,0.6,0.3,400,0.11799377124750392,0.0819214083182651,0.0666454586162937,0.06005145636233029,0.055472480788156295,0.030660918022365594,0.03369176037814778,0.13520144692915803,0.08964352334432077,0.02222794899709256,0.013375327332349652,0.029921388241430993,0.09301534396007621,0.05407968854425012,0.02004619697119079,0.09605188194706829
6,RACT,0.8,0.3,400,0.11765646302245411,0.09619317142124725,0.06983387271925895,0.0673956032748298,0.05167571241422987,0.03466527824604352,0.039184960836839734,0.13687211197793492,0.08054669472199445,0.03125676424753578,0.013636933912824206,0.026052545235291314,0.09628442400151942,0.04267276671695907,0.026562653612879183,0.06951004363815848
6,RACT,1.0,0.3,400,0.13944109316066325,0.10181785802808709,0.08670633377825476,0.06523153336120065,0.060997430561251974,0.03470721953674484,0.043634701035689435,0.12708190251610066,0.08113786767944198,0.026533244024840766,0.014139964741292017,0.025677860928946694,0.10152972825957443,0.04094989780723859,0.017406388150139715,0.03300697643053324
7,Baseline,0.0,0.3,100,0.057296014369745914,0.06213653937509243,0.05404800957608956,0.04944704715007353,0.03913041708596046,0.022811809205205185,0.03913785900252523,0.14679033480757878,0.11851363169547723,0.04618530732613235,0.02714870224023763,0.0309002639665107,0.10089751298407221,0.0834543425474556,0.025749467711172615,0.09635274095667065
7,Baseline (OAF),0.0,0.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.16938448067831857,0.2178076833116357,0.14946104565396978,0.10944446078166242,0.08092414599273434,0.07575731065838927,0.15011741712048063,0.04710345580280913,0.0,0.0
7,RACT,0.2,0.3,100,0.08644861116991183,0.07323898138069282,0.05739351629245659,0.044215548728766,0.028883302600071575,0.02368625584573934,0.04165636637076263,0.14024747948149952,0.10927153170060064,0.026281319586307642,0.014706065734464835,0.02931755772353468,0.12239679300468723,0.06852079697064255,0.02098233668947698,0.11275353672038516
7,RACT,0.4,0.3,100,0.07207112314423916,0.0782063945889252,0.044410513409785884,0.0532872720193747,0.041833675576652914,0.0240001935138572,0.04228412589326651,0.15396479172771949,0.11599710570363407,0.0286541213101257,0.011893321127696654,0.03506755465227864,0.11530345201134469,0.06389269321325201,0.02364710803417765,0.0954865540736695
7,RACT,0.6,0.3,100,0.11881597532066772,0.09666147140853254,0.05894194736862698,0.0654073962718372,0.04742684728927758,0.036814875999729504,0.040121162525913114,0.13133687875730654,0.09290755650970074,0.020039178012988608,0.011228071648746358,0.034147231948288934,0.0986052996897172,0.04537130378323441,0.018268772446835283,0.08390603101859732
7,RACT,0.8,0.3,100,0.10582671744817825,0.09756713115889644,0.07536408463097596,0.07512183938608016,0.04763901817181215,0.033682998399202795,0.04236871422109019,0.12461056286306194,0.08528849605684374,0.019508667742883123,0.01517595550640479,0.024916228727833424,0.10542365744608885,0.0525902344870087,0.019837445836656628,0.07507824791698292
7,RACT,1.0,0.3,100,0.14113392026271396,0.10223396030367002,0.08836414128141289,0.063726188055612,0.05421142516968658,0.03623282556029135,0.03553384570795022,0.12781861361601857,0.08334572160371098,0.026327961154182684,0.014652426387581212,0.023154519299339725,0.11534586414419402,0.04253655785595551,0.01754702775365059,0.027835001844029716
7,Baseline,0.0,0.3,400,0.07062257573624883,0.05508834236885322,0.0413944622937727,0.04797040380147517,0.0414641659594533,0.02129211481353576,0.0372068481594636,0.14213171420815388,0.12193581346154356,0.046479491966523505,0.026619614589892378,0.03513992645344938,0.1063531398475113,0.07514049437598672,0.027781194371596405,0.10337969759254038
7,Baseline (OAF),0.0,0.3,400,0.0,0.0,0.0,0.0,0.0,0.0,0.178522787977107,0.22169941893219425,0.17064037796016593,0.1026017641425068,0.07382715895580541,0.07062989824274812,0.1276379118413638,0.05444068194810873,0.0,0.0
7,RACT,0.2,0.3,400,0.07930352347148922,0.06151154467206276,0.050685584890525125,0.04647409378041765,0.03590716064594407,0.026525804199642372,0.03940295645373254,0.14813188374405986,0.11699506603332406,0.029638909460739146,0.014361778110471242,0.032524882000630244,0.12029332853244057,0.07240047709275005,0.023764963435246266,0.10207804347652491
7,RACT,0.4,0.3,400,0.0933194648968661,0.07378133213315588,0.04933676263531297,0.05086077316075041,0.040598236825043446,0.027986675998893637,0.032968967355205755,0.1449708280815092,0.11497942042418066,0.02527242755202261,0.013723138075687221,0.033901201982427326,0.1191230017642063,0.06641640940632787,0.020269190071924167,0.09249216963648643
7,RACT,0.6,0.3,400,0.10462342590284028,0.09153992919609241,0.0662171631678256,0.06363372602584536,0.04869729907696425,0.027983131721408865,0.03478565257806247,0.1230977435091987,0.09013359647453854,0.02401944453131479,0.012220805253482023,0.032752019855406336,0.10554587280410366,0.053039795408606066,0.024162748685941992,0.09754764580836855
7,RACT,0.8,0.3,400,0.1168579975659782,0.09595245694659899,0.07572488929392195,0.06953507812546825,0.0561536088569246,0.027741825199370136,0.04481833455357375,0.12174420108226067,0.08508176392653315,0.02486466175180603,0.013232918924978894,0.02759292255343431,0.09876416581839063,0.04595183516479009,0.021192513987437933,0.07479082624853248
7,RACT,1.0,0.3,400,0.12024876166078033,0.09556273383541142,0.07887445808810027,0.06783760010256261,0.058665753258898966,0.04020234388960291,0.04098257846362892,0.13428285732539394,0.08920996537284225,0.030933764452494458,0.015702419195906446,0.028830484512638668,0.1027201720022565,0.044193270655664224,0.019285862498498303,0.032466974685319824
8,Baseline,0.0,0.3,100,0.06076985587203173,0.04800433546480979,0.047972152392895304,0.04993929026745411,0.04213747008913651,0.01973836118221942,0.03253557227840215,0.14822911207020567,0.1265910201346497,0.048377496757715174,0.025948549584403423,0.03563435979518323,0.11311786164243899,0.0768765584343388,0.026985392327145113,0.09714261170697097
8,Baseline (OAF),0.0,0.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.15739315674974255,0.24047695757354826,0.15905198031205844,0.11716739089703412,0.09197119192882769,0.056643432908587484,0.1410756708429871,0.03622021878721429,0.0,0.0
8,RACT,0.2,0.3,100,0.08050484506825624,0.0545218399991997,0.04200447557642206,0.0400161886566056,0.03592254690499293,0.026025576099542497,0.03823969667920757,0.15131117534568433,0.12239021395515831,0.02501440095383991,0.015922436681423822,0.03342445996653177,0.13984674543318865,0.07240014547320572,0.022517759564173512,0.09993749364256747
8,RACT,0.4,0.3,100,0.08617036041748512,0.054534247365845105,0.045003385572544005,0.05167770360148954,0.04151906510115937,0.027505549152310915,0.03190026357458942,0.1504096347088378,0.12619690444446216,0.019922895729865366,0.0160345664853663,0.037584636342840934,0.12612349355941455,0.06703574777764405,0.01904709048411709,0.09933445568202821
8,RACT,0.6,0.3,100,0.11597270142136715,0.08137901535108948,0.06062884100743728,0.07682445282291733,0.046872023583142845,0.029464366662966944,0.03325255583715965,0.12373297625389286,0.0841907818275879,0.024039055387704466,0.01748235578225505,0.029788909257813637,0.1144046065692494,0.055774477479567465,0.016696982243011492,0.08949589851283714
8,RACT,0.8,0.3,100,0.10626645724373109,0.1022033776764566,0.0687692061879147,0.05562059873145193,0.05954992770369474,0.026097317237275982,0.046350307554471705,0.13415949547952685,0.08816490554147609,0.02491859870130592,0.013658895073853811,0.024530273175307548,0.12155920141295634,0.03972324584920922,0.022615759414956072,0.06581243301641147
8,RACT,1.0,0.3,100,0.12928407412747045,0.09590495341983007,0.06587150730144152,0.07569732165907365,0.0591326592748367,0.03481965282375034,0.03924061098441368,0.1354754220837183,0.08440558580637779,0.030896293650710137,0.013544089304319412,0.036577049080251854,0.10785190995481042,0.03346219123624311,0.015158084036954693,0.042678595255797855
8,Baseline,0.0,0.3,400,0.07130022249976148,0.056919856185421266,0.04365465808286893,0.049890139132622933,0.043949066140122985,0.0207579320737168,0.03922497170545862,0.14483700815467512,0.12084618755427741,0.04733537250944012,0.028196535176006912,0.02855352769618701,0.10394242697640736,0.07620142172475558,0.026195935007774694,0.09819473938050281
8,Baseline (OAF),0.0,0.3,400,0.0,0.0,0.0,0.0,0.0,0.0,0.17072660071336193,0.23308737225570061,0.16333962802279514,0.10927399322696348,0.07465321366792796,0.07086870860698358,0.13626587867237527,0.041784604833892146,0.0,0.0
8,RACT,0.2,0.3,400,0.07246361536696018,0.060916101364314905,0.04407669827126419,0.04516871243169746,0.03191348258612359,0.022937005733532467,0.03323548002190996,0.15628804351756592,0.11835768563664222,0.02877836603574004,0.018317073458113023,0.037518074975505376,0.12408199531142927,0.07545896194585963,0.023281937704541417,0.10720676563880024
8,RACT,0.4,0.3,400,0.08374801158090736,0.07386005649610222,0.051757194450136074,0.04822396448277344,0.03714360225896703,0.026757182554793212,0.03265442951779013,0.15194782216970615,0.11233976648568623,0.026472205931293145,0.0130201298977937,0.03500020894249862,0.12574104607746453,0.06919753521565533,0.019978392819059616,0.09215845111937317
8,RACT,0.6,0.3,400,0.09980478207266161,0.08586358241416343,0.058792315102098106,0.061561651331392575,0.050623412610033454,0.027561178335274442,0.03389646959575268,0.14082399026215808,0.08677391880937566,0.024094758174626064,0.013596547544805472,0.030186829379958882,0.11510120153881571,0.04946063095464639,0.025400826360964475,0.096457905513273
8,RACT,0.8,0.3,400,0.1164733052599128,0.09317830293466649,0.07409275980710266,0.06499357130699787,0.04888235632328214,0.02979424186922414,0.03989520737241433,0.14260699564779994,0.08749224162938929,0.02563358935054458,0.012936210830525654,0.02595842821555761,0.10909599324872757,0.04080437575833173,0.02217614859648763,0.06598627184903559
8,RACT,1.0,0.3,400,0.13061068762846578,0.08939699156814795,0.06743875103580242,0.07275063081933254,0.04971979468237696,0.033821253376481786,0.040036372657513905,0.14585223379668422,0.08509074034877076,0.02805077313957548,0.014216571672324417,0.026970525672491034,0.11908565041483046,0.04229499868373167,0.020222113884463114,0.03444191061900743
9,Baseline,0.0,0.3,100,0.06439873245265104,0.05589329697462332,0.04030500866060864,0.04954409969415555,0.0402374258763135,0.01933758092747901,0.03881612495968541,0.1462999297928666,0.12509028651405246,0.04999058947637324,0.02914370164373072,0.03146286068394355,0.11117754242991292,0.07368689186511623,0.027965063224577057,0.09665086482391075
9,Baseline (OAF),0.0,0.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.1448621552353138,0.24001832739587212,0.16054218141880985,0.1020047654941517,0.08891078288322149,0.06375205604793456,0.1518014039035306,0.04810832762116585,0.0,0.0
9,RACT,0.2,0.3,100,0.07311520068519634,0.07204734736280795,0.04465621954096246,0.05140497425424124,0.03098214719275938,0.030825850411931213,0.039614550151025975,0.15019293561830302,0.11879891730251489,0.030364678613396555,0.016955344461549865,0.03432652681701833,0.10937952353659673,0.06952670403311152,0.019953502921647402,0.10785557709693717
9,RACT,0.4,0.3,100,0.0856229957832018,0.0602632763375004,0.06041822475927441,0.05573053139663784,0.0470635951208117,0.02415448341561776,0.0368586561095181,0.16239423684673435,0.11475150309823803,0.021325247459949438,0.01054085653304001,0.03273158880305166,0.11145381463890677,0.065854794599997,0.011732661983100322,0.09910353311442033
9,RACT,0.6,0.3,100,0.12780261910113527,0.10292600844593962,0.05332337421446731,0.057575202213093986,0.0638660155573207,0.025163930404628637,0.029168412959690766,0.1242716855265226,0.08375584238554769,0.021015512038219174,0.010017622023710971,0.024982295449567284,0.10318105824083053,0.056688022488691675,0.01951580813481129,0.09674659081582253
9,RACT,0.8,0.3,100,0.13788180784918486,0.09454480935477633,0.07926329677106435,0.06611701294993774,0.04821966083641739,0.031191728169042043,0.04282759367745154,0.14068316508635392,0.07540147018069583,0.01843879975061635,0.013984491438744355,0.02308578826812554,0.09372825890392962,0.03828368113207025,0.014618688281430165,0.08172974735015967
9,RACT,1.0,0.3,100,0.14455501881731797,0.09170344761471658,0.06990792681931443,0.06899966662794148,0.05641173931691575,0.03325015526431879,0.052039895830508436,0.1381651256501982,0.09611927284825765,0.02331243169483,0.013612711693777597,0.025113666464542567,0.10334756443087621,0.037902185022986125,0.015316912090622938,0.030242279812875302
9,Baseline,0.0,0.3,400,0.06847585729804521,0.05159598403275477,0.04363008989131059,0.04972869651502631,0.04691542228665671,0.022502468209467247,0.03875754470384222,0.1493989579794505,0.11845889394479021,0.04589191645240037,0.02841547229564961,0.03203435647989658,0.10591558848174504,0.07194640469163212,0.02495964397697258,0.10137270276035988
9,Baseline (OAF),0.0,0.3,400,0.0,0.0,0.0,0.0,0.0,0.0,0.15817944453874905,0.23406923969531596,0.16402567723537653,0.1060855117950285,0.08730322541346626,0.069845949011064,0.1257375404930855,0.054753411817914134,0.0,0.0
9,RACT,0.2,0.3,400,0.07452414238666041,0.0625036851744795,0.0446986409673668,0.04771528317510199,0.04232594514235563,0.024801121312571197,0.035713617986832695,0.14630492975011908,0.12047252564679418,0.027968349727297184,0.015790061661354885,0.03212960200755892,0.12055725566883758,0.07448174501933558,0.0211357789251098,0.10887731544822467
9,RACT,0.4,0.3,400,0.09230765266437757,0.06512427743994731,0.05245219273140877,0.053196916411411874,0.042591027320678855,0.023498285358528017,0.03713485903560756,0.13999970550536403,0.11622831745644645,0.02306834240465661,0.013375540066723101,0.037912606032764945,0.12474841273932091,0.06742759395588088,0.01413891880801566,0.09679535206886745
9,RACT,0.6,0.3,400,0.11802304842516696,0.08892282173913912,0.06239631317896862,0.06479552811474538,0.04702477145695295,0.03165527579051477,0.03532680245161459,0.13297863930803427,0.09358809803491851,0.02070891533042326,0.009684075136898274,0.02499556156905179,0.1015300996450775,0.055237162995150066,0.0156894655028003,0.09744342132054368
9,RACT,0.8,0.3,400,0.11296037990803279,0.09738328087012865,0.0681222098466222,0.07034311777745109,0.04901897860362789,0.03222336490293299,0.03703951486447621,0.13923604187892255,0.0860775329681877,0.024057986260195955,0.016175294058179673,0.0303664496153676,0.10113285720686008,0.043347340470750596,0.019341238808683457,0.07317441195958053
9,RACT,1.0,0.3,400,0.12766430004159898,0.10425723544267194,0.07839818167253738,0.0767218404311031,0.058879013801062786,0.03654121437229641,0.03955410902748687,0.1272460503951074,0.09430632594056693,0.026299286237244965,0.01477127733072526,0.02313062456538141,0.10343919168597267,0.04570824390584161,0.01414069373009886,0.02894241142030337
10,Baseline,0.0,0.3,100,0.07200017859700875,0.05383306117068176,0.04273632015878339,0.04762223093310975,0.04139252038952488,0.017529647775590525,0.04426454498552177,0.1478985446065691,0.12597871120389417,0.04246107715904053,0.028742842669870077,0.031516017335612295,0.10499791488410927,0.08025212348849971,0.021532755441839847,0.09724150920034413
10,Baseline (OAF),0.0,0.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.1563041133442539,0.2345843698442475,0.1720306748844044,0.10978253630682365,0.07095018678953278,0.06905514379437519,0.13486210193524628,0.052430873101116396,0.0,0.0
10,RACT,0.2,0.3,100,0.0897124239619006,0.06028246956466421,0.03653348201582761,0.0516937292988743,0.03326770714720602,0.01570325815290452,0.04073796098585035,0.14775509682795362,0.11948389511568211,0.028852874925711685,0.016861636471079775,0.03297229188537205,0.12915342262776514,0.0709315526547804,0.019020990546011227,0.10703720781841639
10,RACT,0.4,0.3,100,0.09680968759961396,0.07688312449942386,0.051740724759777555,0.046667815978440996,0.042731528689082636,0.02587498806464098,0.041137933477315834,0.13925122548768926,0.12132735539778097,0.025145770284965265,0.013547211149054519,0.032153748176694405,0.10695072293519084,0.06801943831960083,0.020710276419081575,0.0910484487616466
10,RACT,0.6,0.3,100,0.11077130164117058,0.08999518419012699,0.07681015121493566,0.04749172286464827,0.04998131734499942,0.0265174757106739,0.03785885807484288,0.11352959061691768,0.09906173710796645,0.023823266175614317,0.01067628296572226,0.028436009281966896,0.09685924792193915,0.0574781589107738,0.02323592529997614,0.10747377067772548
10,RACT,0.8,0.3,100,0.12719452712855348,0.07799185202768412,0.07477114430034341,0.07078539078109664,0.05243973165637233,0.036178673233542284,0.05619524633805552,0.12190206893527565,0.08466700581753467,0.030555362036111856,0.014755625489154246,0.019347113440896596,0.09614465752953055,0.044512303718616884,0.020743850620011366,0.07181544694722045
10,RACT,1.0,0.3,100,0.14149578111152897,0.11981688349371757,0.0900835634912919,0.06625605070784524,0.05048248148706091,0.03166588389965067,0.03877733738406589,0.130914196745829,0.09976515828949375,0.028519084551779924,0.012139920374145633,0.0224394646604721,0.0848464959961036,0.045939111834785086,0.01615980584645868,0.02069878012577111
10,Baseline,0.0,0.3,400,0.06544368305291447,0.055160648713757574,0.04583525274497378,0.05197442559792616,0.04303741813371641,0.019469253048200456,0.04090422773080829,0.14379121177223586,0.1252494513238253,0.0446659873013139,0.02906517947379066,0.030630183821959246,0.1045928853963936,0.08009691798960691,0.02496227237225098,0.09512100152632635
10,Baseline (OAF),0.0,0.3,400,0.0,0.0,0.0,0.0,0.0,0.0,0.1707552086999495,0.24219682590734706,0.16722198592050663,0.11239061595812815,0.07205351598016459,0.06735738176686638,0.12079172604786621,0.04723273971917144,0.0,0.0
10,RACT,0.2,0.3,400,0.07415680344213776,0.06290878115046673,0.04390198963760192,0.0458712172550756,0.037904519472489094,0.022591135722545768,0.04047498029365317,0.14270473409371945,0.12379254789722278,0.02813284344389567,0.01569787324490831,0.03252802201138328,0.11710730152891528,0.07694211886910061,0.025121152777489025,0.11016397915939563
10,RACT,0.4,0.3,400,0.08701714640073893,0.07178551077629414,0.04957897615050634,0.05535217425595692,0.040552551673899324,0.026714329241681236,0.037215455543403594,0.1434625362933345,0.11236567497706441,0.024872516793526356,0.014183822596559632,0.03527337834018455,0.11642878750321325,0.0702489560752209,0.016982399381580922,0.097965783996835
10,RACT,0.6,0.3,400,0.11661962068156685,0.08370041418422101,0.06257726787418416,0.06806855183204284,0.049578892816937004,0.03385005579949501,0.0362689527819688,0.12596411495254503,0.09110834520362011,0.028592188776450637,0.013129103937039414,0.0290542651796015,0.08987606794688305,0.05023242763186469,0.02022613348442414,0.10115359691715557
10,RACT,0.8,0.3,400,0.12032281731211654,0.10717096524250143,0.0770161267316421,0.06773147094578157,0.04847140230639902,0.03782454465761213,0.039187355704575724,0.12424003246484534,0.08072245672407645,0.029510395560382326,0.011433846489934037,0.02504582808551462,0.08986212978454713,0.046652994872496974,0.018679711620143386,0.07612792149743129
10,RACT,1.0,0.3,400,0.14693932435756984,0.10576232229039985,0.07081147683834015,0.07101747816843572,0.06164459589465602,0.0371707077945019,0.0442937434193681,0.1266802759387952,0.0831955678651607,0.030871617989059415,0.009116932953292954,0.02597933939342672,0.0928450114436227,0.04577804015637169,0.015359245579065066,0.03253431991793399
